EventId,Detector0,Detector1,Detector2,Detector3,TotalEnergyAllDetectors
41.0,30.968799999999998,41.971120000000006,28.46217,360.3311800000002,461.7332700000001
42.0,2.83185,11.292159999999999,31.15804,53.106339999999996,98.38839
43.0,97.14175999999999,30.809399999999997,19.829359999999998,19.851,167.63152
44.0,17.45297,28.704069999999998,25.37801,204.80908000000002,276.34413
45.0,20.12862,103.33071000000001,19.75936,16.42899,159.64768000000007
46.0,14.19564,25.76075,42.76665,99.58860000000004,182.31163999999995
47.0,87.90849999999999,19.81024,14.24956,25.80499,147.77329
48.0,214.68332,22.413059999999998,33.981950000000005,11.79619,282.87452000000013
49.0,26.119069999999997,22.925109999999997,171.47306999999998,25.94051,246.45775999999998
50.0,14.33949,105.85343999999999,25.800500000000003,39.74222,185.73565000000008
51.0,29.07033,104.87173999999999,22.82793,25.46539,182.23539000000008
52.0,19.908079999999998,68.71601,25.89384,51.175160000000005,165.69309
53.0,48.84185,22.59259,48.58615999999999,37.13078,157.15137999999996
54.0,14.45048,16.86565,175.96152000000004,11.40427,218.68191999999996
55.0,16.94665,14.35924,301.4683799999999,40.25554999999999,373.0298199999999
56.0,41.96911000000001,19.609280000000002,85.71797,37.04508,184.34144000000003
57.0,23.467750000000002,25.38796,25.59529,246.73816000000005,321.18916
58.0,96.70271999999997,8.40783,31.463929999999998,19.37071,155.94519000000003
59.0,34.34814,31.0766,11.14537,106.34009999999998,182.91021000000006
60.0,11.40985,14.02513,22.14664,86.05075000000001,133.63237
61.0,36.74316,17.077820000000003,153.87969000000004,17.665999999999997,225.36667000000008
62.0,25.77042,74.58417999999999,8.98901,54.836960000000005,164.18056999999993
63.0,25.62367,142.86814,14.25163,28.51729,211.26073000000002
64.0,17.21501,34.101169999999996,91.89166,48.65025000000001,191.85808999999998
65.0,20.13955,11.20614,19.62851,80.06062,131.03482000000002
66.0,28.632419999999996,19.621789999999997,103.25151000000002,16.81392,168.31963999999996
67.0,19.40597,5.72503,915.01085,23.07493,963.2167800000001
68.0,17.42735,14.17402,19.48367,101.85776,152.94280000000003
69.0,16.71236,16.865460000000002,45.5708,75.07538,154.22399999999996
70.0,29.0121,386.35978,5.64541,16.811139999999998,437.82842999999997
71.0,82.07723999999997,14.50063,23.17282,37.709579999999995,157.46027
72.0,48.15299,91.15754000000001,11.219249999999999,20.090629999999997,170.62041000000008
73.0,28.505260000000003,20.021559999999997,42.72739000000001,31.117150000000002,122.37135999999995
74.0,42.94414,290.7379500000001,70.5876,94.7235,498.99318999999986
75.0,28.930959999999995,28.948809999999995,91.46706999999999,37.08018,186.42702000000008
76.0,73.92032000000002,33.96441,46.151520000000005,31.381080000000008,185.41733000000002
77.0,42.74349,108.80239000000002,22.835509999999996,20.142590000000002,194.52398
78.0,37.66211,117.5972,14.295250000000001,17.38421,186.93876999999995
79.0,67.40438,43.06184,45.84318,28.11215,184.42155000000005
80.0,11.53176,34.15664,28.255129999999998,141.68893,215.63245999999998
81.0,48.26558000000001,28.764540000000004,141.62819,31.4356,250.0939099999999
82.0,26.088620000000002,45.197669999999995,51.19316,62.573150000000005,185.05259999999998
83.0,102.15914000000001,34.68423,54.4348,16.94237,208.22054
84.0,54.32836,33.960750000000004,40.289210000000004,31.70182,160.28014000000005
85.0,25.76116,11.21354,54.75615000000001,48.489360000000005,140.22020999999998
86.0,97.81626999999999,40.138980000000004,36.91381,28.576139999999995,203.44519999999997
87.0,13.91824,14.315059999999999,65.47932,28.623370000000005,122.33598999999998
88.0,77.13842999999999,16.59131,17.16406,23.19038,134.08418
89.0,152.43936999999997,28.64646,34.52117,19.7286,235.3355999999999
90.0,42.419889999999995,31.61294,46.092960000000005,71.45587,191.58165999999994
91.0,30.910390000000003,292.73631000000006,13.787500000000001,16.57246,354.00666
92.0,31.66406,77.38392000000002,14.52841,14.319679999999998,137.89606999999998
93.0,25.78677,94.18258999999999,11.129489999999999,42.65102,173.74987
94.0,108.73440000000001,27.86291,28.45092,17.329720000000002,182.3779499999999
95.0,87.68621999999999,16.944900000000004,17.13616,19.55847,141.32575
96.0,25.69119,14.216079999999998,99.44661000000002,36.968619999999994,176.32250000000002
97.0,59.63986,62.67599,25.54716,22.775019999999998,170.63803000000001
98.0,25.18914,19.36719,21.90763,211.22639999999998,277.69036
99.0,66.33221,22.655700000000003,102.65968000000001,33.95628000000001,225.60387
100.0,31.24312,31.81397,87.39360999999998,74.38102,224.83171999999996
101.0,19.5359,99.75161999999999,25.27222,39.98007,184.53981000000002
102.0,102.12999,25.851689999999998,57.036730000000006,19.836859999999998,204.85527000000002
103.0,34.88964,862.1413699999996,14.28423,25.7892,937.1044399999993
104.0,14.080079999999999,17.53864,68.19749999999998,25.642559999999996,125.45878000000002
105.0,58.11869000000001,23.11591,39.784220000000005,11.23513,132.25395000000003
106.0,48.71625,68.32003999999999,59.088179999999994,192.28139000000004,368.40585999999996
107.0,81.93351,11.5003,37.32391,19.875729999999997,150.63345
108.0,68.04822999999999,28.77653,22.59061,19.98643,139.40179999999998
109.0,16.780810000000002,28.178880000000003,16.78115,139.00177999999997,200.7426199999999
110.0,17.062520000000003,17.11914,76.72668000000002,28.54184,139.45017999999993
111.0,23.1512,22.730830000000005,34.27243,85.60958999999998,165.76405000000005
112.0,28.32857,36.637499999999996,16.93722,25.420790000000004,107.32407999999997
113.0,22.15483,145.45158000000004,28.30425,28.283679999999997,224.19434000000007
114.0,22.924500000000002,39.6945,28.429299999999998,65.63851999999999,156.68682000000007
115.0,17.272380000000002,65.21096,14.3305,56.231660000000005,153.04549999999998
116.0,76.00177999999998,23.08771,31.24581,22.52377,152.85906999999997
117.0,124.58105999999998,19.765969999999996,25.97889,20.421950000000002,190.74787
118.0,40.13229,43.21476,70.82780000000001,84.77642,238.95127000000008
119.0,62.47143,17.355800000000002,37.46315,11.26457,128.55495
120.0,25.538330000000002,83.44622000000001,11.583770000000001,25.865889999999997,146.43420999999998
121.0,197.12332000000004,28.57873,36.814170000000004,40.286649999999995,302.80287
122.0,162.73700999999994,5.6195699999999995,17.08395,19.92581,205.36633999999998
123.0,14.59426,5.766780000000001,33.92618,53.8038,108.09102
124.0,17.28891,34.11452,90.89622,14.155090000000001,156.45473999999993
125.0,2610.494330000004,36.79204,17.31821,33.569379999999995,2698.173960000004
126.0,48.10307,19.775769999999998,79.68948,36.8711,184.43942
127.0,80.69785,22.39461,20.43712,17.19025,140.71983000000003
128.0,34.721759999999996,57.70731,14.54021,64.99116999999998,171.96044999999995
129.0,42.48163,13.81023,67.25886,20.168699999999998,143.71941999999996
130.0,28.047020000000003,17.05799,57.62909,50.979279999999996,153.71338
131.0,264.83759000000003,14.27148,28.72248,26.08314,333.91469000000006
132.0,88.02699000000001,43.27278,2.68442,17.33487,151.31905999999998
133.0,14.443349999999999,25.910569999999996,62.31047,108.31905,210.98343999999997
134.0,34.33265,85.17518999999999,20.59176,30.534880000000005,170.63448000000002
135.0,22.30422,25.32558,25.164179999999998,98.34405999999998,171.13804000000007
136.0,55.001650000000005,17.47446,62.77887000000001,13.89379,149.14876999999996
137.0,40.24338,119.34547,17.00463,17.182430000000004,193.77590999999993
138.0,17.139780000000002,48.546389999999995,11.271080000000001,53.41229,130.36954
139.0,34.94383,60.13315,19.85006,65.51827,180.44531
140.0,156.81140000000005,52.013200000000005,31.244449999999997,25.67628,265.7453300000001
141.0,97.29574000000001,113.79816999999997,62.22971999999999,60.094939999999994,333.41857
142.0,31.90397,459.5737499999999,13.998430000000003,19.8992,525.3753499999998
143.0,16.79905,14.249749999999999,146.42426000000006,23.05558,200.52864000000005
144.0,37.46992,37.34414,48.46247,77.07473,200.35125999999997
145.0,25.415260000000004,16.753949999999996,22.766040000000004,91.84209999999999,156.77734999999998
146.0,62.75467999999999,62.84181,22.453969999999998,19.84068,167.89114000000004
147.0,22.909429999999997,31.389720000000004,25.378679999999996,88.66335000000002,168.34118000000004
148.0,29.11017,397.16615000000013,25.98333,16.99568,469.25532999999996
149.0,176.46268,8.76678,31.418840000000003,19.66059,236.30889000000005
150.0,17.283369999999998,51.19805,203.83633000000006,33.439029999999995,305.7567800000001
151.0,3.0173,8.5762,27.81272,107.57311999999999,146.97933999999998
152.0,11.30663,17.1488,23.476130000000005,228.47951999999987,280.41108
153.0,36.526559999999996,77.65820999999998,28.76454,28.217389999999998,171.16669999999996
154.0,147.53359999999995,22.963900000000002,48.760749999999994,33.8497,253.10794999999996
155.0,25.35387,34.357929999999996,37.43752,89.15029000000001,186.29960999999994
156.0,17.23856,20.203699999999998,57.300320000000006,73.61235,168.35492999999997
157.0,34.56964,50.573080000000004,17.02436,54.38897999999999,156.55605999999997
158.0,71.01397,28.180580000000003,22.563519999999997,54.26849,176.02656
159.0,20.0757,19.561420000000002,118.82253,25.14579,183.60544000000002
160.0,22.831110000000002,92.00887,11.69515,17.04281,143.57794000000004
161.0,141.96976000000006,57.24025,26.01074,28.678140000000006,253.89889000000002
162.0,42.95423,71.39152999999997,17.16368,36.72624999999999,168.23568999999998
163.0,22.591719999999995,8.92774,31.38445,151.73094000000006,214.63485
164.0,53.48103999999999,50.420780000000015,8.6099,17.17295,129.68467
165.0,11.16365,26.24998,68.29668000000001,39.64603,145.35634
166.0,204.96434,36.99938,45.50487999999999,42.99713999999999,330.46574000000004
167.0,88.87294999999999,22.861670000000004,14.38714,20.12317,146.24492999999998
168.0,14.20985,14.433819999999999,94.23287,42.26425999999999,165.14079999999998
169.0,16.660980000000002,60.17650999999999,11.79128,36.88194,125.51071
170.0,282.257,40.314130000000006,59.77825,30.558769999999996,412.9081499999999
171.0,36.91186,65.51832,22.658279999999998,19.9262,145.01466
172.0,20.09016,14.7491,31.058370000000004,73.53319,139.43082
173.0,48.09006,36.742709999999995,326.20579999999995,26.06141,437.0999799999999
174.0,26.23765,19.58575,843.26593,22.35648,911.4458099999998
175.0,11.359829999999999,8.66927,16.67123,48.77101,85.47133999999998
176.0,45.87019000000001,31.908730000000002,42.83521,51.72579999999999,172.33992999999995
177.0,82.86390999999999,16.75965,31.410500000000003,14.047519999999999,145.08158
178.0,22.894240000000003,17.29317,70.95684000000001,0,111.14425
179.0,17.13615,28.567790000000002,44.236259999999994,31.236979999999996,121.17718
180.0,40.17881,36.784850000000006,56.95421999999999,37.1573,171.07518000000005
181.0,25.326050000000002,19.66741,62.674870000000006,30.992929999999998,138.66125999999997
182.0,14.00238,39.95447,5.65573,62.61515000000001,122.22773000000001
183.0,166.00480999999994,14.2075,13.91742,14.398010000000001,208.52773999999994
184.0,91.19019000000002,33.742270000000005,22.52162,8.915040000000001,156.36912
185.0,20.04036,861.8862400000003,28.86232,20.29137,931.0802900000001
186.0,31.30174,26.179719999999996,67.85062,54.15263999999999,179.48471999999995
187.0,8.89441,20.286469999999998,25.63578,395.56394999999986,450.38061000000005
188.0,107.24454000000001,23.59111,11.30042,22.83809,164.97416000000004
189.0,39.00516,36.383230000000005,31.346449999999997,26.10709,132.84193
190.0,151.67396,51.008559999999996,45.48234000000001,22.482390000000002,270.64725000000016
191.0,14.17279,28.17412,19.9479,151.84664000000004,214.14145000000002
192.0,31.682450000000003,151.48268,8.37192,51.28063999999999,242.81768999999994
193.0,62.57383,22.92429,56.87046999999998,25.826779999999996,168.19537000000005
194.0,167.05106999999998,19.84156,31.39678,25.65625,243.94565999999998
195.0,83.33463000000002,116.5493,40.33661,37.77519000000001,277.99573000000004
196.0,17.19977,30.996650000000002,13.925229999999999,259.42843999999997,321.55009000000007
197.0,76.59125,11.31029,28.22784,16.74057,132.86995000000002
198.0,40.43233,22.607129999999998,202.89697999999999,28.390289999999997,294.3267300000001
199.0,68.70893000000001,14.247710000000001,26.24935,14.38452,123.59051
200.0,31.0108,11.45036,93.26016999999999,22.405659999999997,158.12699000000006
201.0,11.18012,17.08845,39.760949999999994,132.05457000000004,200.08409
202.0,56.81141,5.5644,20.04499,14.207149999999999,96.62795000000001
203.0,85.20148,39.7247,14.30816,14.30764,153.54197999999997
204.0,2.66948,14.28354,33.69997,90.81133,141.46432
205.0,110.02373999999999,31.763259999999995,28.615470000000002,20.270040000000005,190.67251000000002
206.0,22.88429,28.514940000000003,40.11265,216.09438000000003,307.60625999999996
207.0,31.443650000000005,39.215990000000005,42.9694,292.17341,405.80244999999996
208.0,17.81636,36.94652,8.75962,39.558930000000004,103.08143
209.0,28.17413,14.52591,104.60040000000001,40.03348,187.33392
210.0,105.35369000000003,45.4258,17.2964,25.601249999999997,193.67714
211.0,28.2287,19.760509999999996,91.26332000000001,33.568999999999996,172.82153000000002
212.0,60.47744000000001,28.71664,29.028470000000002,34.12676,152.34931
213.0,34.10291,144.09104000000005,17.17082,34.21989000000001,229.58465999999999
214.0,47.86964,11.47457,40.092960000000005,28.114650000000005,127.55182
215.0,31.31647,28.483439999999998,54.14721,93.84407,207.79118999999997
216.0,31.147699999999997,71.43982999999999,22.725289999999998,71.41922,196.73204000000015
217.0,173.41183,22.139060000000004,37.65032,20.132920000000002,253.33412999999996
218.0,17.462690000000002,27.80544,19.50284,116.91915,181.69012
219.0,33.60852,87.80124999999997,11.24781,34.109,166.76658000000006
220.0,19.94982,48.21795999999999,65.58738,108.03629000000001,241.79144999999994
221.0,22.841090000000005,14.25033,79.57303000000002,11.26098,127.92542999999996
222.0,17.68222,19.64803,19.971480000000003,92.48140000000001,149.78312999999994
223.0,51.84650999999999,119.44212999999996,19.98409,36.893139999999995,228.16586999999998
224.0,33.85672,88.04052,17.08702,17.22856,156.21281999999994
225.0,8.778220000000001,26.015110000000004,31.73985,105.22825999999999,171.76144
226.0,34.094139999999996,394.74642,25.465639999999997,34.09057,488.39677
227.0,36.96197000000001,50.73960000000001,40.47574,1099.3133400000002,1227.49065
228.0,74.65096999999999,47.67974999999999,40.39057000000001,30.29361,193.0149000000001
229.0,67.86762999999999,17.28659,37.29443,19.940479999999997,142.38912999999997
230.0,34.4857,91.20593,31.70286,28.25078,185.64527
231.0,217.08036999999993,25.577579999999998,36.691970000000005,36.74067999999999,316.0906
232.0,36.619040000000005,20.14935,62.369140000000016,14.9045,134.04202999999998
233.0,148.62412999999998,17.21621,37.57368000000001,17.50498,220.919
234.0,76.69831,25.287280000000003,31.43862,14.18654,147.61075
235.0,176.55229000000006,14.20629,34.20614,11.35465,236.31936999999996
236.0,51.26442,22.948359999999997,154.10375000000002,31.653459999999995,259.96999000000005
237.0,122.33189000000002,19.518349999999998,20.11878,31.791420000000002,193.76044000000002
238.0,73.20257000000001,22.67652,25.556540000000002,29.26011,150.69574
239.0,11.41304,22.88777,417.4387599999998,5.80004,457.5396099999998
240.0,14.18411,45.036319999999996,19.92589,107.98305999999998,187.12938
241.0,43.13816,196.79163999999992,45.328779999999995,76.78327,362.04185000000007
242.0,45.539629999999995,59.66543,22.145410000000002,11.495459999999998,138.84592999999998
243.0,42.82017999999999,37.126000000000005,267.66064000000006,50.8115,398.4183200000003
244.0,202.28548999999992,22.98059,39.49667,23.00063,287.76338
245.0,25.729229999999998,28.5049,44.722849999999994,57.35357999999999,156.31055999999998
246.0,13.88925,104.92600999999999,8.68837,28.40447,155.9081
247.0,11.68472,14.235370000000001,17.14876,475.92431000000005,518.9931600000002
248.0,34.261340000000004,33.96581,128.22858,31.498319999999996,227.95405
249.0,170.20073,19.9974,22.74464,28.16108,241.10384999999988
250.0,28.224279999999997,8.12316,71.68483000000002,22.30957,130.34184
251.0,34.402629999999995,468.2910199999998,8.55082,19.47591,530.7203799999999
252.0,14.28054,17.462210000000002,88.41997000000002,22.844730000000002,143.00745000000003
253.0,68.52508,56.99016,22.30235,42.83673,190.65431999999996
254.0,25.781229999999997,108.44565,19.90393,23.097120000000004,177.22792999999996
255.0,122.18716000000003,39.42446999999999,13.953330000000001,14.289100000000001,189.85406
256.0,20.1484,17.35141,23.30894,89.44541000000002,150.25416
257.0,31.469579999999997,315.28071999999986,11.55277,25.756200000000003,384.0592699999998
258.0,39.666180000000004,28.101960000000002,42.4744,36.77426,147.01679999999993
259.0,57.09555999999999,28.27192,19.56815,28.295360000000002,133.23099000000005
260.0,153.35060000000001,34.129349999999995,17.15318,45.97825000000001,250.61137999999997
261.0,14.43707,31.093740000000004,31.630920000000003,151.77331,228.93503999999993
262.0,31.283149999999996,111.68315000000001,31.10115,42.33531,216.40275999999997
263.0,22.76292,27.83514,11.296840000000001,101.27245,163.16735
264.0,96.8855,22.82433,86.46211999999998,31.241720000000004,237.41367000000002
265.0,104.42374999999997,31.73344,19.956110000000002,8.61726,164.73056000000005
266.0,25.45241,217.30713999999995,25.510450000000002,16.88373,285.15373
267.0,11.43247,91.07589999999999,28.249019999999994,28.75749,159.51488
268.0,56.90382,59.97886999999999,11.27746,19.90232,148.06247000000002
269.0,25.81247,11.430909999999999,20.14245,105.65364000000001,163.03946999999997
270.0,34.191480000000006,19.998680000000004,19.42175,110.18115999999998,183.79307000000003
271.0,16.77125,5.652229999999999,20.038529999999998,127.89173000000001,170.35374000000004
272.0,25.563969999999998,39.57781,36.937580000000004,162.85574000000003,264.93509999999986
273.0,57.328890000000015,61.96445000000001,5.72578,28.579729999999998,153.59885000000006
274.0,27.8256,42.72664,48.51705,31.310320000000004,150.37961
275.0,14.218509999999998,8.30715,22.936799999999998,50.83484000000001,96.29730000000002
276.0,31.73606,51.499840000000006,23.27138,43.05757,149.56485000000004
277.0,11.73572,22.85957,82.45915000000001,67.87695000000002,184.93138999999994
278.0,8.183019999999999,28.722080000000002,66.04206999999998,20.15548,123.10265000000001
279.0,25.50978,22.797719999999998,14.59801,93.36649,156.27199999999996
280.0,99.98654999999998,36.890550000000005,48.32065,34.060289999999995,219.25804000000002
281.0,134.0757,28.132240000000003,25.888160000000003,8.77097,196.86707000000004
282.0,19.608690000000003,45.06604,34.966609999999996,91.44203999999998,191.08337999999998
283.0,39.7921,54.62118,22.677490000000002,88.03708999999999,205.12786
284.0,22.93831,34.14737,28.515229999999995,88.48645999999998,174.08736999999996
285.0,635.5546700000001,31.200029999999995,37.203399999999995,25.34332,729.3014199999998
286.0,11.113589999999999,39.40815,25.275190000000002,93.56992,169.36685
287.0,22.881659999999997,48.61472000000001,23.195089999999997,45.27927,139.97073999999998
288.0,43.13716,31.68934,57.366910000000004,150.7624,282.95581000000004
289.0,31.31682,110.81405000000001,16.76251,31.73723,190.63061000000002
290.0,31.4101,45.47786,59.394800000000004,119.31339999999999,255.59616
291.0,23.140880000000003,190.47367,22.455389999999998,22.969910000000002,259.03984999999994
292.0,48.74581,77.12044,22.3962,22.62769,170.89014
293.0,25.366259999999997,62.4183,37.013619999999996,60.08395999999999,184.88213999999994
294.0,25.39647,13.895900000000001,32.270830000000004,86.48562000000001,158.04881999999998
295.0,23.03654,73.76519,19.715429999999998,28.95146,145.46861999999996
296.0,28.611819999999998,31.13078,25.56062,142.62761999999995,227.93084000000002
297.0,14.37818,113.45192999999996,8.38993,11.48464,147.70468000000005
298.0,209.51693,19.88395,26.348729999999996,19.907020000000003,275.6566300000001
299.0,120.51377999999998,56.55238000000001,28.25858,28.567199999999996,233.89194000000012
300.0,33.816840000000006,19.97167,483.8057300000002,42.8033,580.3975400000003
301.0,175.27208000000002,17.66387,44.98701,19.75893,257.68189
302.0,60.29983000000001,59.98253,14.21949,31.152109999999997,165.65396
303.0,20.01433,40.0664,22.23525,569.2800700000001,651.5960500000002
304.0,30.53865,105.46541,11.44186,33.953599999999994,181.39952
305.0,19.820099999999996,19.67365,45.0385,33.87318,118.40543000000002
306.0,22.56046,66.09865999999998,22.85682,43.1703,154.68623999999994
307.0,37.41897,62.294790000000006,48.994080000000004,74.25711999999999,222.96495999999993
308.0,57.00897,11.466709999999999,92.07336999999998,31.110890000000005,191.65994000000006
309.0,25.6069,14.329450000000001,182.07251000000002,17.3335,239.3423599999999
310.0,20.28361,34.2629,17.32563,308.71074999999996,380.58289000000013
311.0,31.65537,56.881919999999994,23.16362,31.294050000000002,142.99496000000002
312.0,34.54235,14.45785,1257.5695799999999,19.846420000000002,1326.4162000000006
313.0,42.89555,69.44743,16.85181,17.04569,146.24048000000002
314.0,44.96399000000001,56.74097999999999,14.28875,25.42176,141.41548
315.0,43.13983,25.99782,51.024049999999995,43.28345,163.44515000000004
316.0,122.75576000000001,16.805259999999997,8.298300000000001,17.103279999999998,164.96259999999998
317.0,50.971270000000004,11.369110000000001,76.87436,11.72299,150.93773000000002
318.0,37.2673,98.98673,24.88728,29.106779999999997,190.24808999999996
319.0,23.22184,8.63265,26.08174,57.15066,115.08689000000004
320.0,77.01569,8.66615,28.653179999999995,14.170480000000001,128.5055
321.0,19.900429999999997,25.92634,26.058329999999998,262.43744000000004,334.3225400000001
322.0,17.29034,31.51631,102.28549999999998,17.30361,168.39576
323.0,31.610430000000004,80.12364,42.694649999999996,59.324670000000005,213.75339000000005
324.0,40.03163000000001,28.77176,97.58234,39.770950000000006,206.15668000000005
325.0,133.52880999999996,41.99967999999999,46.05991,16.97808,238.56648
326.0,20.15823,28.642269999999996,11.37191,414.21286999999984,474.3852799999998
327.0,8.51633,39.73056999999999,28.649930000000005,150.94469999999998,227.84153
328.0,84.63860999999999,17.322409999999998,33.90291,25.62746,161.49139000000005
329.0,427.33423,28.722359999999995,22.825179999999996,17.58049,496.46225999999984
330.0,45.79949999999999,164.75676000000004,33.96028999999999,34.38184999999999,278.89839999999987
331.0,14.0098,83.39538000000002,28.20523,19.537060000000004,145.1474699999999
332.0,24.84695,48.25789,28.741919999999997,210.32715000000002,312.17391000000003
333.0,34.678149999999995,17.10897,40.23131,17.07659,109.09501999999999
334.0,36.49406,65.82301,11.69182,8.298449999999999,122.30734
335.0,31.012439999999998,19.86285,39.67953000000001,45.96495000000001,136.51977
336.0,85.9329,17.14843,39.825379999999996,14.273019999999999,157.17972999999998
337.0,30.76592,19.63153,65.1551,25.257949999999997,140.81050000000005
338.0,19.69516,82.68331000000002,20.125469999999996,131.45614999999998,253.96008999999992
339.0,57.51321,57.09459000000001,125.37353999999996,120.95746999999997,360.9388099999999
340.0,56.416090000000004,791.6669299999999,59.19554,73.44975000000001,980.7283099999999
341.0,17.01599,13.947799999999999,107.86375000000001,60.10828000000001,198.93581999999998
342.0,22.90165,36.96723,72.16312,60.09317,192.12516999999994
343.0,17.41434,16.996969999999997,48.378629999999994,51.18371,133.97365000000002
344.0,28.659869999999998,8.40502,76.82643999999999,55.378730000000004,169.27006
345.0,19.517369999999996,33.91816,28.36861,84.94518,166.74931999999998
346.0,22.674340000000004,5.526009999999999,2.8317,69.02906,100.06110999999997
347.0,42.64819,34.55132,42.2526,37.08376,156.53587
348.0,278.8467600000001,22.609719999999996,31.12567,19.99869,352.58083999999997
349.0,83.13385000000001,28.933550000000004,14.314219999999999,31.417189999999998,157.79880999999997
350.0,56.86334,130.95382,22.59478,36.641189999999995,247.05312999999998
351.0,99.97515,13.67405,36.80807,25.639090000000003,176.09636
352.0,101.38834000000001,17.28708,27.935019999999998,28.043650000000003,174.65409
353.0,23.56108,28.52901,22.55147,179.81463000000005,254.45619000000002
354.0,19.646590000000003,32.02302,94.47422,56.58530999999999,202.72913999999997
355.0,25.6646,20.06854,37.27492,178.84693999999996,261.85499999999996
356.0,41.956669999999995,36.83892,19.53452,22.80017,121.13028
357.0,253.49692999999988,48.398770000000006,60.345679999999994,22.75298,384.9943599999998
358.0,39.63087000000001,34.2901,48.32684999999999,213.05172999999994,335.29954999999995
359.0,42.30118,39.84431000000001,119.1716,37.22295999999999,238.54005
360.0,97.31032000000002,25.156879999999997,16.86573,16.98796,156.32089
361.0,11.66283,67.77023999999999,17.032359999999997,54.53179,150.99721999999997
362.0,111.50219,17.181079999999998,33.75162,6.004989999999999,168.43988000000002
363.0,23.06173,249.72574999999998,25.46792,28.740369999999995,326.99577000000005
364.0,97.48313000000002,37.309059999999995,19.747390000000003,19.817639999999997,174.35722000000007
365.0,59.14563999999999,29.17376,71.14562,28.747129999999995,188.21215
366.0,56.462789999999984,17.09833,65.94792,28.49985,168.00888999999998
367.0,67.44631,47.82537000000001,25.762569999999997,16.65914,157.69339
368.0,28.24423,14.410440000000001,40.276309999999995,34.35835,117.28933000000004
369.0,17.30516,74.63162,17.444000000000003,39.629690000000004,149.01047
370.0,150.74294999999998,14.56111,20.12608,8.7502,194.18034
371.0,23.19673,8.72377,99.65396999999999,8.43192,140.00638999999995
372.0,8.426870000000001,8.86689,111.63944,14.332669999999998,143.26586999999995
373.0,17.128,22.757730000000002,63.268840000000004,28.0654,131.21997000000005
374.0,23.061510000000002,67.59510999999999,25.56235,77.07272999999999,193.29170000000002
375.0,22.8959,97.77476999999998,19.9332,56.46261,197.06647999999998
376.0,25.470460000000003,25.560899999999997,45.308389999999996,47.98578,144.32553000000001
377.0,51.101870000000005,22.257020000000004,25.979580000000002,14.28758,113.62605000000005
